author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Sminex;developer;https://www.cian.ru/sale/flat/297972141/;Москва;sale;flat;2;5;2;88.5;196080000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297935793/;Москва;sale;flat;3;5;2;52.0;39000000;Донской;4-й Верхний Михайловский проезд;4к1;Шаболовская;
VESPER;developer;https://www.cian.ru/sale/flat/289484533/;Москва;sale;flat;8;9;2;62.3;85974000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Marry Lane Group;real_estate_agent;https://www.cian.ru/sale/flat/292853086/;Москва;sale;flat;5;7;2;70.2;29990000;Беговой;Беговая ;4;Беговая;
Sminex;developer;https://www.cian.ru/sale/flat/293713880/;Москва;sale;flat;2;14;2;85.6;156750000;Якиманка;;;Боровицкая;Лаврушинский ЖК
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/297805133/;Москва;sale;flat;7;12;2;78.0;109300000;Хамовники; Ефремова;10с1к4/2;Фрунзенская;Садовые кварталы
ID 39404589;developer;https://www.cian.ru/sale/flat/300085961/;Москва;sale;flat;23;34;2;39.6;17831880;Нагорный;;2;Нагорная;Твелв ЖК
ID 413522;realtor;https://www.cian.ru/sale/flat/284797468/;Москва;sale;flat;7;12;2;78.0;109290000;Хамовники; Ефремова;10с1к4/2;Фрунзенская;Садовые кварталы
MR Group;developer;https://www.cian.ru/sale/flat/299093643/;Москва;sale;flat;3;27;2;58.0;30272464;Даниловский;Дубининская ;59к6;Серпуховская;Павелецкая Сити
ID 413522;realtor;https://www.cian.ru/sale/flat/298451339/;Москва;sale;flat;7;14;2;95.0;162900000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Sminex;developer;https://www.cian.ru/sale/flat/294328854/;Москва;sale;flat;3;6;2;120.3;217970000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299502767/;Москва;sale;flat;5;13;2;60.0;82000000;Хамовники; Усачева;11;Спортивная;Садовые кварталы
Regions Development;developer;https://www.cian.ru/sale/flat/300085737/;Москва;sale;flat;2;24;2;72.1;30222250;Нагатинский затон;;;Технопарк;Дрим Тауэрс ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299250886/;Москва;sale;flat;14;17;2;69.0;86000000;Пресненский; Сергея Макеева;9к2;Улица 1905 года;RedSide
Sminex;developer;https://www.cian.ru/sale/flat/299801831/;Москва;sale;flat;2;23;2;56.0;49950000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/292878504/;Москва;sale;flat;11;15;2;81.1;29000000;Крылатское;Осенняя ;4К1;Крылатское;
ID 39404589;developer;https://www.cian.ru/sale/flat/299951028/;Москва;sale;flat;10;27;2;38.7;18707580;Даниловский;;;Серпуховская;Era
ID 104053634;homeowner;https://www.cian.ru/sale/flat/299900027/;Москва;sale;flat;21;26;2;87.0;37000000;Хорошевский;проезд Березовой Рощи;12;ЦСКА;Гранд-парк
ANT Development;developer;https://www.cian.ru/sale/flat/300028433/;Москва;sale;flat;2;10;2;59.8;60562282;Дорогомилово;;3к8;Парк Победы;Виктори Парк Резиденсез ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294872333/;Москва;sale;flat;17;18;2;117.0;179000000;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
Компания Пионер;developer;https://www.cian.ru/sale/flat/299327996/;Москва;sale;flat;5;22;2;47.4;22671988;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299018185/;Москва;sale;flat;2;5;2;105.0;160000000;Тверской;Никольская ;10/2С2б;Лубянка;St. Nickolas
VESPER;developer;https://www.cian.ru/sale/flat/262519758/;Москва;sale;flat;-1;-1;-1;2.0;103787040;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/272186797/;Москва;sale;flat;11;24;2;46.5;21900000;Головинский;Головинское шоссе;11;Водный стадион;Талисман на Водном
Ташир;developer;https://www.cian.ru/sale/flat/264100219/;Москва;sale;flat;28;32;2;78.1;33326832;Черемушки;Херсонская ;43к5;Зюзино;ONYX Deluxe
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/299817616/;Москва;sale;flat;4;4;2;51.3;38000000;Хорошевский;Ленинградский проспект;37/7;Аэропорт;Прайм Парк
ID 39404589;developer;https://www.cian.ru/sale/flat/299905847/;Москва;sale;flat;23;42;2;41.6;25380160;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/297459147/;Москва;sale;flat;3;21;2;51.0;52000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
MR Group;developer;https://www.cian.ru/sale/flat/288221596/;Москва;sale;flat;33;43;2;58.83;26716090;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/298562397/;Москва;sale;flat;3;40;2;81.7;59500000;Хорошевский;Ленинградский проспект;37/4;Динамо;Прайм Парк
Absolute Premium;developer;https://www.cian.ru/sale/flat/294518637/;Москва;sale;flat;4;17;2;49.8;50005000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299134800/;Москва;sale;flat;5;20;2;65.1;70000000;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
MR Group;developer;https://www.cian.ru/sale/flat/299928834/;Москва;sale;flat;4;17;2;76.65;85244381;Мещанский;м. Цветной бульвар;;Цветной бульвар;Клубный дом Forum
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/297672423/;Москва;sale;flat;25;76;2;105.0;70000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
MR Group;developer;https://www.cian.ru/sale/flat/300128370/;Москва;sale;flat;14;54;2;60.59;30688290;Хорошево-Мневники; Мневники;;Полежаевская;JOIS
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299872302/;Москва;sale;flat;3;5;2;69.3;52000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
Пионер;developer;https://www.cian.ru/sale/flat/295977375/;Москва;sale;flat;6;11;2;55.8;43767567;Даниловский;;;Павелецкая;Опус ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300049626/;Москва;sale;flat;3;36;2;70.0;57000000;Хорошевский;Ленинградский проспект;37/4;Аэропорт;Прайм Парк
EraOneHolding;developer;https://www.cian.ru/sale/flat/280427150/;Москва;sale;flat;3;5;2;178.6;150400000;Арбат; Арбат;39;Смоленская;Artisan
Ольга Даурова;realtor;https://www.cian.ru/sale/flat/299528693/;Москва;sale;flat;8;19;2;73.0;33500000;Даниловский;Г мкр;9;Автозаводская;Форивер ЖК
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516517/;Москва;sale;flat;2;11;2;47.0;24280200;;;В14 кв-л;Павшино;Сберсити ЖК
ID 47869425;homeowner;https://www.cian.ru/sale/flat/299776543/;Москва;sale;flat;16;17;2;51.63;19500000;Очаково-Матвеевское;;1.4;Аминьевская;Матвеевский Парк ЖК
ЭЛИТА-ЭКО;developer;https://www.cian.ru/sale/flat/292406418/;Москва;sale;flat;5;14;2;41.49;40701690;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Marry Lane Group;real_estate_agent;https://www.cian.ru/sale/flat/300020020/;Москва;sale;flat;33;44;2;62.0;47500000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299934989/;Москва;sale;flat;4;13;2;81.26;34080444;;;В21 кв-л;Опалиха;Сберсити ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/288080141/;Москва;sale;flat;2;4;2;75.0;75000000;Хамовники; Остоженка;1/9;Кропоткинская;
Главстрой;developer;https://www.cian.ru/sale/flat/296921093/;Москва;sale;flat;3;18;2;78.7;28347228;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
ID 20374442;unknown;https://www.cian.ru/sale/flat/299967068/;Москва;sale;flat;5;9;2;46.1;16900000;Соколиная гора; 8-я Соколиной Горы;7;Соколиная гора;
Hutton Development;developer;https://www.cian.ru/sale/flat/293911275/;Москва;sale;flat;-1;-1;-1;202.0;180000000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
ID 112591621;homeowner;https://www.cian.ru/sale/flat/297745955/;Москва;sale;flat;13;45;2;51.0;31500000;Дорогомилово;Кутузовский проезд;16А/1;Международная;River Park Кутузовский
Neva Towers;developer;https://www.cian.ru/sale/flat/298051609/;Москва;sale;flat;65;66;2;60.4;66500400;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298646551/;Москва;sale;flat;28;29;2;51.0;26500000;Хорошево-Мневники;Шелепихинская набережная;40к3;;Sydney City
EraOneHolding;developer;https://www.cian.ru/sale/flat/284404561/;Москва;sale;flat;8;8;2;121.2;146715789;Арбат; Арбат;24;Смоленская;Turandot Residences
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299762883/;Москва;sale;flat;22;30;2;38.0;18900000;Головинский;Головинское шоссе;7;Водный стадион;Водный
COLDY;developer;https://www.cian.ru/sale/flat/297997312/;Москва;sale;flat;-1;-1;-1;202.0;303725598;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
ID 78680167;unknown;https://www.cian.ru/sale/flat/299412661/;Москва;sale;flat;14;17;2;50.3;23500000;Филевский парк; Василисы Кожиной;14К3;Багратионовская;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516183/;Москва;sale;flat;2;12;2;85.94;37126080;;;В19 кв-л;Павшино;Сберсити ЖК
ID 111240424;homeowner;https://www.cian.ru/sale/flat/299551667/;Москва;sale;flat;5;27;2;72.0;41000000;Пресненский;Шмитовский проезд;39к8;Шелепиха;Headliner
Sminex;developer;https://www.cian.ru/sale/flat/299262095/;Москва;sale;flat;7;14;2;69.0;36230000;Раменки;проспект Генерала Дорохова;39к2Л;Ломоносовский проспект;Собрание клубных домов West Garden
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/294212104/;Москва;sale;flat;34;78;2;76.1;62000000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/293721204/;Москва;sale;flat;3;13;2;82.36;43741396;;;В20 кв-л;Павшино;Сберсити ЖК
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/299757372/;Москва;sale;flat;13;21;2;43.5;18600000;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
Пионер;developer;https://www.cian.ru/sale/flat/298380135/;Москва;sale;flat;6;18;2;46.4;37232473;Донской;2-й Донской проезд;10;Ленинский проспект;SHIFT
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298308357/;Москва;sale;flat;12;79;2;61.0;59000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
VOSHOD;developer;https://www.cian.ru/sale/flat/295953858/;Москва;sale;flat;8;17;2;71.8;43991860;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/299519415/;Москва;sale;flat;4;21;2;64.5;60000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/300112826/;Москва;sale;flat;4;6;2;74.91;120530190;Замоскворечье;Космодамианская набережная;4/22С9;Новокузнецкая;Клубный дом Космо 4/22
СОВКОМБАНК;official_representative;https://www.cian.ru/sale/flat/299561244/;Москва;sale;flat;7;16;2;53.6;15000000;Тропарево-Никулино; Мичуринский проспект Олимпийская деревня;7;Озёрная;
FORMA;developer;https://www.cian.ru/sale/flat/299066731/;Москва;sale;flat;31;33;2;47.49;44241684;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/282550588/;Москва;sale;flat;6;8;2;56.0;72800000;Раменки;Мосфильмовская ;1А;Фили;Вишневый сад
Группа Родина;developer;https://www.cian.ru/sale/flat/293200726/;Москва;sale;flat;12;13;2;48.0;14408000;; 1-я Ватутинская;12к2;Ольховая;Russian Design District
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/279058234/;Москва;sale;flat;36;37;2;87.0;60000000;Хорошево-Мневники;Шелепихинская набережная;34к1зд5;Шелепиха;Сердце Столицы
Мангазея;developer;https://www.cian.ru/sale/flat/299168071/;Москва;sale;flat;10;21;2;66.8;34068000;Щукино;Щукинская ;3;Щукинская;Интонация
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/296257152/;Москва;sale;flat;4;21;2;54.0;54000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
ID 39404589;developer;https://www.cian.ru/sale/flat/300024325/;Москва;sale;flat;21;34;2;42.6;20324460;Обручевский;;;Калужская;Эвер ЖК
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/300032614/;Москва;sale;flat;4;9;2;46.0;10700000;Текстильщики;Грайвороновская ;18К3;Текстильщики;
Sense Development;developer;https://www.cian.ru/sale/flat/299137278/;Москва;sale;flat;9;13;2;63.7;35867731;Даниловский;Подольское шоссе;3;Тульская;Logos
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/297900887/;Москва;sale;flat;4;14;2;45.0;25647000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Компания Пионер;developer;https://www.cian.ru/sale/flat/295410701/;Москва;sale;flat;7;39;2;36.0;26845488;Даниловский;;;Павелецкая;Хай Лайф ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295467334/;Москва;sale;flat;5;10;2;106.2;70000000;Хамовники; Пречистенка;40/2С4;Парк Культуры;
Prime Life Development;developer;https://www.cian.ru/sale/flat/299132492/;Москва;sale;flat;6;28;2;59.22;29193503;Нагатино-Садовники;Нагатинская ;к1вл1;Нагатинская;1-й Нагатинский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299509244/;Москва;sale;flat;9;41;2;64.2;41500000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Regions Development;developer;https://www.cian.ru/sale/flat/299971266/;Москва;sale;flat;4;16;2;57.31;25159630;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299509241/;Москва;sale;flat;24;24;2;57.4;39300000;Хорошево-Мневники;Шелепихинская набережная;34к3зд7;Шелепиха;Сердце Столицы
Ташир;developer;https://www.cian.ru/sale/flat/274701405/;Москва;sale;flat;2;17;2;43.3;26400010;Раменки;Мичуринский проспект;вл30Б;Раменки;Legacy
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298140403/;Москва;sale;flat;25;49;2;93.6;48000000;Проспект Вернадского; Лобачевского;;Мичуринский проспект;Событие
Стадион Спартак;developer;https://www.cian.ru/sale/flat/289490603/;Москва;sale;flat;4;10;2;60.1;29485060;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298976840/;Москва;sale;flat;2;3;2;77.0;50000000;Хамовники;Саввинская набережная;5;Киевская;
MR Group;developer;https://www.cian.ru/sale/flat/298278959/;Москва;sale;flat;2;37;2;64.3;40998480;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
One Click Property;real_estate_agent;https://www.cian.ru/sale/flat/293612862/;Москва;sale;flat;9;9;2;131.6;57000000;Басманный;Нижняя Красносельская ;35С49;Бауманская;Лофтек
Capital Group;developer;https://www.cian.ru/sale/flat/299129928/;Москва;sale;flat;37;58;2;109.7;43157704;Ростокино;проспект Мира;188Бк1;Ростокино;Триколор
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/297045724/;Москва;sale;flat;5;6;2;70.0;56000000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
Трансстройинвест;developer;https://www.cian.ru/sale/flat/296303089/;Москва;sale;flat;2;7;2;131.2;155865600;Мещанский;Большой Кисельный переулок;11;Тургеневская;Frank's house
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/296673873/;Москва;sale;flat;3;9;2;65.0;54900000;Басманный;Потаповский переулок;10;Чистые пруды;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/297596646/;Москва;sale;flat;2;6;2;102.4;98201600;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/296558480/;Москва;sale;flat;7;12;2;78.0;110000000;Хамовники; Ефремова;10с1к4/2;Фрунзенская;Садовые кварталы
Основа;developer;https://www.cian.ru/sale/flat/292154013/;Москва;sale;flat;-1;-1;-1;41.3;16875180;Хорошево-Мневники;2-й Силикатный проезд;;Полежаевская;Emotion
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/295800676/;Москва;sale;flat;4;17;2;44.5;40000000;Пресненский;Звенигородское шоссе;11;Улица 1905 года;Дизайнерский дом Eleven
Основа;developer;https://www.cian.ru/sale/flat/286886774/;Москва;sale;flat;11;13;2;50.0;29700000;Замоскворечье;Большой Строченовский переулок;9;Павелецкая;Резиденции Замоскворечье
Webster;real_estate_agent;https://www.cian.ru/sale/flat/297766719/;Москва;sale;flat;3;9;2;61.4;55000000;Басманный;Потаповский переулок;10;Чистые пруды;
MR Group;developer;https://www.cian.ru/sale/flat/298229731/;Москва;sale;flat;12;39;2;55.24;20266060;Западное Дегунино;Северный ао;;Селигерская;Селигер Сити ЖК
Acropol;real_estate_agent;https://www.cian.ru/sale/flat/299773840/;Москва;sale;flat;6;29;2;63.2;22200000;Печатники;Южнопортовая ;;Кожуховская;Level Южнопортовая
MR Group;developer;https://www.cian.ru/sale/flat/271758043/;Москва;sale;flat;3;41;2;60.99;33352428;Раменки;1-й Сетуньский проезд;вл10;Лужники;Hide
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/296325196/;Москва;sale;flat;27;58;2;60.1;30950000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/299661848/;Москва;sale;flat;2;11;2;57.0;25301600;Покровское-Стрешнево;;;Тушинская;Алиа ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299151784/;Москва;sale;flat;28;58;2;52.0;33800000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
Киноцентр;developer;https://www.cian.ru/sale/flat/300126270/;Москва;sale;flat;8;20;2;92.66;84338854;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
MC REALTY;real_estate_agent;https://www.cian.ru/sale/flat/298610210/;Москва;sale;flat;43;78;2;81.0;65000000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
Группа Родина;developer;https://www.cian.ru/sale/flat/285606693/;Москва;sale;flat;3;23;2;61.8;29246000;Ростокино;;к2;Ботанический сад;Союз ЖК
Владис;real_estate_agent;https://www.cian.ru/sale/flat/298017635/;Москва;sale;flat;10;20;2;63.0;28999999;Даниловский;Автозаводская ;26;Тульская;FORST
Донстрой;developer;https://www.cian.ru/sale/flat/296482767/;Москва;sale;flat;3;16;2;81.6;59323200;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
MC REALTY;real_estate_agent;https://www.cian.ru/sale/flat/295451502/;Москва;sale;flat;40;78;2;76.0;62000000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
Основа;developer;https://www.cian.ru/sale/flat/290856483/;Москва;sale;flat;-1;-1;-1;202.0;37180000;Красносельский;проспект Академика Сахарова;11;Красные ворота;RED7
Marry Lane Group;real_estate_agent;https://www.cian.ru/sale/flat/292853092/;Москва;sale;flat;10;11;2;40.0;37000000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
Пионер;developer;https://www.cian.ru/sale/flat/296152531/;Москва;sale;flat;3;25;2;56.59;23059102;Москворечье-Сабурово;;;Варшавская;Лайф Варшавская ЖК
MC REALTY;real_estate_agent;https://www.cian.ru/sale/flat/271099424/;Москва;sale;flat;43;78;2;75.0;48750000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
СИТИ21;developer;https://www.cian.ru/sale/flat/292035501/;Москва;sale;flat;14;15;2;75.8;31535521;Останкинский;проспект Мира;95;Алексеевская;Hill8
MC REALTY;real_estate_agent;https://www.cian.ru/sale/flat/298610075/;Москва;sale;flat;32;78;2;65.0;45000000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
Forma;developer;https://www.cian.ru/sale/flat/297983479/;Москва;sale;flat;2;29;2;64.8;22742532;Аэропорт;Часовая ;28к8;Сокол;SOUL
MC REALTY;real_estate_agent;https://www.cian.ru/sale/flat/298602191/;Москва;sale;flat;50;78;2;86.0;60000000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
Sminex;developer;https://www.cian.ru/sale/flat/293732284/;Москва;sale;flat;2;21;2;59.52;27240000;Марфино; Академика Королева;21;Телецентр;Дом Достижение
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/299453975/;Москва;sale;flat;10;12;2;44.7;11000000;Дмитровский;Клязьминская ;4;Грачёвская;
Основа;developer;https://www.cian.ru/sale/flat/297432001/;Москва;sale;flat;-1;-1;-1;202.0;13860000;Марфино;Ботаническая ;29К1;Владыкино;VERY
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/299414368/;Москва;sale;flat;8;36;2;71.0;45000000;Хорошево-Мневники;Шелепихинская набережная;34к3зд6;Шелепиха;Сердце Столицы
Основа;developer;https://www.cian.ru/sale/flat/286347121/;Москва;sale;flat;-1;-1;-1;202.0;14194420;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/299091687/;Москва;sale;flat;6;23;2;57.0;32500000;Можайский;Можайское шоссе;6К1;Кунцевская;
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/299565304/;Москва;sale;flat;20;26;2;57.8;16357400;Чертаново Южное;Варшавское шоссе;170Ек3;Лесопарковая;Зеленая Вертикаль
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298267179/;Москва;sale;flat;4;6;2;72.0;99950000;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
Ташир;developer;https://www.cian.ru/sale/flat/299137381/;Москва;sale;flat;4;21;2;47.9;15471700;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Novel Estates;real_estate_agent;https://www.cian.ru/sale/flat/299030528/;Москва;sale;flat;1;12;2;113.0;135600000;Раменки;Мосфильмовская ;1А;;Вишневый сад
MR Group;developer;https://www.cian.ru/sale/flat/286545629/;Москва;sale;flat;6;11;2;75.79;49263500;Филевский парк;;;Фили;Фили Сити ЖК
CHIP.AGENCY;real_estate_agent;https://www.cian.ru/sale/flat/299746602/;Москва;sale;flat;79;95;2;72.9;69900000;Пресненский;набережная Пресненская;12;Деловой центр;Башня Федерация
GloraX;developer;https://www.cian.ru/sale/flat/295995627/;Москва;sale;flat;2;21;2;76.65;37239999;Беговой; 1-я Ямского Поля;28С3;Белорусская;GloraX Premium Белорусская
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/297131630/;Москва;sale;flat;3;13;2;69.23;52000000;Раменки;проспект Генерала Дорохова;39к1;Минская;Собрание клубных домов West Garden
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/298285362/;Москва;sale;flat;11;27;2;69.8;26942800;Басманный; Фридриха Энгельса;56;Бауманская;Дом 56
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/297541364/;Москва;sale;flat;9;15;2;97.25;125740000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/297582292/;Москва;sale;flat;2;27;2;57.1;19385450;Щукино; Берзарина;;Щукинская;Октябрьское поле
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299015123/;Москва;sale;flat;7;22;2;90.8;72950000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
GRAVION;developer;https://www.cian.ru/sale/flat/300113456/;Москва;sale;flat;2;9;2;75.49;75490000;Якиманка;Ленинский проспект;2;Октябрьская;Клубный дом CULT
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299795999/;Москва;sale;flat;7;8;2;65.0;79000000;Якиманка;Софийская набережная;34;Новокузнецкая;Софийский
КРОСТ;developer;https://www.cian.ru/sale/flat/298064004/;Москва;sale;flat;16;28;2;47.3;19676800;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299655879/;Москва;sale;flat;14;24;2;46.0;31000000;Очаково-Матвеевское;Нежинская ;5к2;Минская;Городские резиденции SPIRES
St Michael;developer;https://www.cian.ru/sale/flat/298000930/;Москва;sale;flat;16;21;2;56.29;26443340;Хорошевский; Зорге;9;Зорге;Зорге 9
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/295412219/;Москва;sale;flat;3;12;2;66.0;82000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/290430036/;Москва;sale;flat;2;20;2;57.4;19343800;Головинский;Михалковская ;48С8;Коптево;Михалковский
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/299528147/;Москва;sale;flat;13;36;2;63.5;41900000;Хорошево-Мневники;Шелепихинская набережная;34к3зд6;Шелепиха;Сердце Столицы
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/280126562/;Москва;sale;flat;2;17;2;43.6;19162200;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299009981/;Москва;sale;flat;3;9;2;41.2;19900000;Уютная кв-ра в е Дорогомилово2-комн. квартира;3/9 этаж;3/9 этаж;;
ID 112819123;developer;https://www.cian.ru/sale/flat/298006529/;Москва;sale;flat;-1;-1;-1;202.0;17257119;Щукино;проезд 4-й Красногорский;3;Стрешнево;Moments
ID 104795526;real_estate_agent;https://www.cian.ru/sale/flat/298557008/;Москва;sale;flat;2;9;2;58.0;30048000;Хамовники;Комсомольский проспект;23/7;Фрунзенская;
Forma;developer;https://www.cian.ru/sale/flat/299905634/;Москва;sale;flat;5;29;2;56.6;25588860;Печатники;Южнопортовая ;;Печатники;Portland
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299813378/;Москва;sale;flat;6;6;2;136.0;43000000;Раменки;Минская ;1Б;Минская;Золотые Ключи 1
MR Group;developer;https://www.cian.ru/sale/flat/290790439/;Москва;sale;flat;2;57;2;58.48;31267474;Филевский парк;;;Фили;Фили Сити ЖК
