author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Sminex;developer;https://www.cian.ru/sale/flat/297972137/;Москва;sale;flat;2;5;1;54.7;124590000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
Юлия Шмелева;realtor;https://www.cian.ru/sale/flat/299985803/;Москва;sale;flat;3;16;1;34.8;14500000;Кунцево;Кунцевская ;13/6;Рабочий посёлок;
Sminex;developer;https://www.cian.ru/sale/flat/293713671/;Москва;sale;flat;2;14;1;72.6;133260000;Якиманка;;;Полянка;Лаврушинский ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300041862/;Москва;sale;flat;2;37;1;40.3;28000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
MR Group;developer;https://www.cian.ru/sale/flat/299093496/;Москва;sale;flat;18;41;1;37.7;24335267;Даниловский;Дубининская ;59к7;Павелецкая;Павелецкая Сити
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/299860953/;Москва;sale;flat;9;41;1;40.5;27000000;Хорошевский;Ленинградский проспект;37/3;Динамо;Прайм Парк
Sminex;developer;https://www.cian.ru/sale/flat/294328835/;Москва;sale;flat;3;6;1;78.7;158480000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/292933473/;Москва;sale;flat;16;40;1;41.1;31500000;Хорошевский;Ленинградский проспект;37/4;Динамо;Прайм Парк
Regions Development;developer;https://www.cian.ru/sale/flat/299905776/;Москва;sale;flat;4;6;1;42.4;24066777;Нагатинский затон;проспект Андропова;9/1к3;Технопарк;Dream Towers
ALFA real estate;real_estate_agent;https://www.cian.ru/sale/flat/299848141/;Москва;sale;flat;20;22;1;38.4;15990000;Южное Тушино;бульвар Яна Райниса;45К2;Сходненская;
ID 39404589;developer;https://www.cian.ru/sale/flat/299992090/;Москва;sale;flat;10;27;1;41.9;22496110;Даниловский;;;Серпуховская;Era
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298873799/;Москва;sale;flat;34;58;1;43.0;24900000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
Компания Пионер;developer;https://www.cian.ru/sale/flat/296085449/;Москва;sale;flat;-1;-1;-1;202.0;15969096;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/296014223/;Москва;sale;flat;2;25;1;37.0;8600000;Московский; Никитина;11к4;;Город-парк Первый Московский
VESPER;developer;https://www.cian.ru/sale/flat/287317369/;Москва;sale;flat;5;21;1;65.9;78259545;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
ID 43533634;realtor;https://www.cian.ru/sale/flat/299562302/;Москва;sale;flat;20;25;1;36.0;18970000;Щукино; Берзарина;30Б;Октябрьское поле;Октябрьское поле
MR Group;developer;https://www.cian.ru/sale/flat/291757373/;Москва;sale;flat;8;54;1;37.72;19018464;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299854482/;Москва;sale;flat;9;52;1;30.0;17200000;Хорошево-Мневники; Народного Ополчения;15К2;Народное Ополчение;Wellton Towers
Absolute Premium;developer;https://www.cian.ru/sale/flat/299898685/;Москва;sale;flat;5;18;1;49.8;48288000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Андрей Иванов;realtor;https://www.cian.ru/sale/flat/299174112/;Москва;sale;flat;22;33;1;34.4;18800000;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
MR Group;developer;https://www.cian.ru/sale/flat/299928841/;Москва;sale;flat;7;17;1;61.96;83958898;Мещанский;м. Цветной бульвар;;Цветной бульвар;Клубный дом Forum
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298873800/;Москва;sale;flat;17;58;1;30.0;18900000;Хорошево-Мневники; Народного Ополчения;15К2;Народное Ополчение;Wellton Towers
MR Group;developer;https://www.cian.ru/sale/flat/300122102/;Москва;sale;flat;2;54;1;36.06;20713585;Хорошево-Мневники; Мневники;;Полежаевская;JOIS
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/293760838/;Москва;sale;flat;18;48;1;42.4;20000000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298849163/;Москва;sale;flat;3;10;1;45.5;22900150;;;В14 кв-л;Павшино;Сберсити ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/296667617/;Москва;sale;flat;7;48;1;42.0;22200000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
ЭЛИТА-ЭКО;developer;https://www.cian.ru/sale/flat/292406404/;Москва;sale;flat;5;14;1;30.45;32429250;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299290246/;Москва;sale;flat;56;58;1;38.0;27990000;Хорошево-Мневники; Народного Ополчения;15К2;Народное Ополчение;Wellton Towers
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299934983/;Москва;sale;flat;3;13;1;56.33;24914759;;;В21 кв-л;Опалиха;Сберсити ЖК
ID 114449734;homeowner;https://www.cian.ru/sale/flat/299862984/;Москва;sale;flat;6;9;1;33.2;12900000;Аэропорт; 8 Марта;7/5;Гражданская;
Главстрой;developer;https://www.cian.ru/sale/flat/296921065/;Москва;sale;flat;3;16;1;44.7;21197410;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/300032900/;Москва;sale;flat;5;9;1;35.0;9800000;Коптево;бульвар Матроса Железняка;19;Коптево;
Hutton Development;developer;https://www.cian.ru/sale/flat/293911173/;Москва;sale;flat;-1;-1;-1;202.0;101640000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/299832545/;Москва;sale;flat;5;5;1;30.0;10500000;Хорошевский; Куусинена;6К5;Полежаевская;
Neva Towers;developer;https://www.cian.ru/sale/flat/298051604/;Москва;sale;flat;65;66;1;45.5;50869000;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300044680/;Москва;sale;flat;37;37;1;48.0;40000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
EraOneHolding;developer;https://www.cian.ru/sale/flat/274788987/;Москва;sale;flat;8;8;1;111.7;88184211;Арбат; Арбат;24;Смоленская;Turandot Residences
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297303079/;Москва;sale;flat;23;43;1;45.0;28900000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
COLDY;developer;https://www.cian.ru/sale/flat/297997304/;Москва;sale;flat;-1;-1;-1;202.0;183834633;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/297307585/;Москва;sale;flat;16;26;1;38.0;17000000;Лефортово; Крузенштерна;12к3;Авиамоторная;Символ
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299137613/;Москва;sale;flat;4;12;1;45.87;22384560;;;В19 кв-л;Павшино;Сберсити ЖК
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297235267/;Москва;sale;flat;30;43;1;46.0;29900000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Sminex;developer;https://www.cian.ru/sale/flat/299262122/;Москва;sale;flat;8;14;1;44.6;26270000;Раменки;проспект Генерала Дорохова;39к2Л;Ломоносовский проспект;Собрание клубных домов West Garden
Unique;real_estate_agent;https://www.cian.ru/sale/flat/287678758/;Москва;sale;flat;4;26;1;46.0;32000000;Очаково-Матвеевское;Нежинская ;5к2;Давыдково;Городские резиденции SPIRES
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/291868741/;Москва;sale;flat;3;13;1;54.02;29846050;;;В20 кв-л;Павшино;Сберсити ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/300136415/;Москва;sale;flat;12;14;1;54.5;36999000;Пресненский; Малая Грузинская;28;Краснопресненская;
VOSHOD;developer;https://www.cian.ru/sale/flat/298229709/;Москва;sale;flat;12;17;1;68.9;40651000;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
Никита Гаврилов;realtor;https://www.cian.ru/sale/flat/300099191/;Москва;sale;flat;15;18;1;40.0;13650000;Марьино;Новомарьинская ;15;Братиславская;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/300112863/;Москва;sale;flat;4;6;1;51.2;55500800;Замоскворечье;Космодамианская набережная;4/22С8;Новокузнецкая;Клубный дом Космо 4/22
ID 104795526;real_estate_agent;https://www.cian.ru/sale/flat/297486676/;Москва;sale;flat;2;9;1;41.4;24391000;Хамовники;Комсомольский проспект;23/7;Фрунзенская;
FORMA;developer;https://www.cian.ru/sale/flat/298003630/;Москва;sale;flat;7;33;1;58.47;35386102;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/297949006/;Москва;sale;flat;3;13;1;37.0;26000000;Хорошево-Мневники; Нижние Мневники;35;Терехово ;Остров
Группа Родина;developer;https://www.cian.ru/sale/flat/293200763/;Москва;sale;flat;4;13;1;34.0;10774000;; 1-я Ватутинская;14к1;Ольховая;Russian Design District
Аспект-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299616657/;Москва;sale;flat;11;11;1;43.9;18500000;Даниловский;набережная Марка Шагала;;Технопарк;Shagal
Мангазея;developer;https://www.cian.ru/sale/flat/299167967/;Москва;sale;flat;-1;-1;-1;1.0;25685400;Щукино;Щукинская ;3;Щукинская;Интонация
Екатерина Рычкова;realtor;https://www.cian.ru/sale/flat/299911804/;Москва;sale;flat;16;22;1;43.1;15500000;; Родниковая;30к3;Саларьево;Румянцево-Парк
ID 39404589;developer;https://www.cian.ru/sale/flat/299905986/;Москва;sale;flat;31;34;1;30.0;15684000;Обручевский;;;Калужская;Эвер ЖК
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/299330003/;Москва;sale;flat;63;66;1;86.0;110000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
Sense Development;developer;https://www.cian.ru/sale/flat/298147706/;Москва;sale;flat;12;13;1;39.8;25145601;Даниловский;Подольское шоссе;3;Тульская;Logos
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298474072/;Москва;sale;flat;23;23;1;54.0;31000000;Хорошево-Мневники; Нижние Мневники;9;Терехово ;Остров
Компания Пионер;developer;https://www.cian.ru/sale/flat/296119013/;Москва;sale;flat;7;26;1;24.5;19000362;Даниловский;;;Павелецкая;Хай Лайф ЖК
Виктория Цибина;realtor;https://www.cian.ru/sale/flat/299744002/;Москва;sale;flat;4;5;1;30.3;23000000;Хамовники; Усачева;38;Спортивная;
Prime Life Development;developer;https://www.cian.ru/sale/flat/299132363/;Москва;sale;flat;14;25;1;39.69;22709425;Нагатино-Садовники;Нагатинская ;к3вл1;Нагатинская;1-й Нагатинский
Антон Белов;realtor;https://www.cian.ru/sale/flat/297215041/;Москва;sale;flat;13;14;1;38.7;18300000;Таганский;переулок Ковров;1;Москва-Товарная;
Regions Development;developer;https://www.cian.ru/sale/flat/299992829/;Москва;sale;flat;2;14;1;37.8;16144398;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
Наталья Ронжина;realtor;https://www.cian.ru/sale/flat/299914234/;Москва;sale;flat;7;9;1;34.6;13400000;Войковский; Клары Цеткин;5;Красный Балтиец;
Стадион Спартак;developer;https://www.cian.ru/sale/flat/282960185/;Москва;sale;flat;2;19;1;42.7;22191190;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
Наталья Ронжина;realtor;https://www.cian.ru/sale/flat/297051550/;Москва;sale;flat;4;9;1;32.7;12400000;Ховрино; Лавочкина;56/23;Беломорская;
MR Group;developer;https://www.cian.ru/sale/flat/296523631/;Москва;sale;flat;3;36;1;40.8;27780181;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/299029284/;Москва;sale;flat;9;9;1;40.0;8700000;Вешняки;Снайперская ;7;Выхино;
Трансстройинвест;developer;https://www.cian.ru/sale/flat/296303052/;Москва;sale;flat;3;8;1;62.7;89465815;Мещанский;Большой Кисельный переулок;11/2с2;Тургеневская;Frank's house
ФОРА;real_estate_agent;https://www.cian.ru/sale/flat/294768332/;Москва;sale;flat;4;6;1;39.3;15700000;Хорошевский;2-й Хорошевский проезд;9К1;Полежаевская;
Основа;developer;https://www.cian.ru/sale/flat/293623772/;Москва;sale;flat;-1;-1;-1;43.5;17182500;Хорошево-Мневники;2-й Силикатный проезд;;Полежаевская;Emotion
ID 104795526;real_estate_agent;https://www.cian.ru/sale/flat/297085754/;Москва;sale;flat;2;9;1;58.8;30047200;Хамовники;Комсомольский проспект;23/7;Фрунзенская;
MR Group;developer;https://www.cian.ru/sale/flat/297406045/;Москва;sale;flat;30;39;1;37.88;15836978;Западное Дегунино;Северный ао;;Селигерская;Селигер Сити ЖК
UINVEST;real_estate_agent;https://www.cian.ru/sale/flat/299672414/;Москва;sale;flat;2;5;1;36.2;10500000;Марфино;Ботаническая ;37/2к1;Владыкино;
MR Group;developer;https://www.cian.ru/sale/flat/300122493/;Москва;sale;flat;12;41;1;36.52;24824653;Раменки;1-й Сетуньский проезд;вл10;Лужники;Hide
ID 113174200;homeowner;https://www.cian.ru/sale/flat/298431131/;Москва;sale;flat;8;9;1;33.0;10835000;Черемушки; Цюрупы;15К3;Новые Черёмушки;
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/299661847/;Москва;sale;flat;2;11;1;30.7;16131200;Покровское-Стрешнево;;;Тушинская;Алиа ЖК
Андрей Косухин;realtor;https://www.cian.ru/sale/flat/298255599/;Москва;sale;flat;29;34;1;42.5;12750000;Южное Бутово; Поляны;5Ак3;Улица Скобелевская;Столичные поляны
Группа Родина;developer;https://www.cian.ru/sale/flat/291114452/;Москва;sale;flat;3;23;1;30.8;17170800;Ростокино;;к2;Ботанический сад;Союз ЖК
ID 109109961;homeowner;https://www.cian.ru/sale/flat/294184178/;Москва;sale;flat;17;17;1;38.0;12500000;Южное Бутово;Веневская ;7;Улица Скобелевская;
Донстрой;developer;https://www.cian.ru/sale/flat/296482764/;Москва;sale;flat;2;16;1;54.7;41079700;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
ID 100603534;unknown;https://www.cian.ru/sale/flat/299985180/;Москва;sale;flat;3;11;1;34.5;13900000;Солнцево; Юлиана Семенова;8к2;Солнцево;Лучи
Пионер;developer;https://www.cian.ru/sale/flat/296044768/;Москва;sale;flat;2;9;1;37.89;15554217;Москворечье-Сабурово;;;Варшавская;Лайф Варшавская ЖК
ID 99618940;unknown;https://www.cian.ru/sale/flat/300058768/;Москва;sale;flat;3;9;1;32.0;11690000;Дмитровский;Учинская ;1А;Яхромская;
Forma;developer;https://www.cian.ru/sale/flat/297983499/;Москва;sale;flat;2;29;1;44.9;17483386;Аэропорт;Часовая ;28к8;Сокол;SOUL
Метр-Инфо;real_estate_agent;https://www.cian.ru/sale/flat/299796767/;Москва;sale;flat;11;26;1;46.0;25700000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
Sminex;developer;https://www.cian.ru/sale/flat/293711705/;Москва;sale;flat;2;21;1;37.76;20240000;Марфино; Академика Королева;21;Телецентр;Дом Достижение
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/297520217/;Москва;sale;flat;3;25;1;47.0;31800000;Очаково-Матвеевское;Нежинская ;5к2;Минская;Городские резиденции SPIRES
Основа;developer;https://www.cian.ru/sale/flat/297432014/;Москва;sale;flat;-1;-1;-1;202.0;13311990;Марфино;Ботаническая ;29К1;Владыкино;VERY
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/299341316/;Москва;sale;flat;4;9;1;32.6;8200000;Ивановское; Молостовых;6К3;Новогиреево;
Основа;developer;https://www.cian.ru/sale/flat/298219187/;Москва;sale;flat;-1;-1;-1;202.0;12040000;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/299012463/;Москва;sale;flat;2;20;1;53.1;18000000;Даниловский;проспект Лихачева;18к5;Технопарк;Квартал на набережной NOW
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/299778787/;Москва;sale;flat;15;26;1;38.4;12864000;Чертаново Южное;Варшавское шоссе;170Ек1;Лесопарковая;Зеленая Вертикаль
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/298070450/;Москва;sale;flat;8;9;1;35.0;10490000;Северное Тушино; Вилиса Лациса;11К3;Планерная;
GloraX;developer;https://www.cian.ru/sale/flat/293812263/;Москва;sale;flat;4;21;1;53.11;28499999;Беговой; 1-я Ямского Поля;28С3;Белорусская;GloraX Premium Белорусская
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/296345290/;Москва;sale;flat;9;16;1;36.0;9700000;Бибирево; Лескова;17;Алтуфьево;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/298149865/;Москва;sale;flat;15;27;1;45.1;19889100;Басманный; Фридриха Энгельса;56;Бауманская;Дом 56
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/297263854/;Москва;sale;flat;2;14;1;38.3;9500000;Южное Бутово;Изюмская ;49к4;Бутово;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/300114917/;Москва;sale;flat;9;27;1;34.9;16054000;Щукино; Берзарина;;Щукинская;Октябрьское поле
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/299785207/;Москва;sale;flat;7;23;1;38.0;10300000;Солнцево; Главмосстроя;5;Говорово;
GRAVION;developer;https://www.cian.ru/sale/flat/300113464/;Москва;sale;flat;2;9;1;53.17;58487000;Якиманка;Ленинский проспект;2;Октябрьская;Клубный дом CULT
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/297902239/;Москва;sale;flat;13;16;1;37.5;10300000;Бибирево;Белозерская ;17;Алтуфьево;
КРОСТ;developer;https://www.cian.ru/sale/flat/296745530/;Москва;sale;flat;14;28;1;36.9;16309800;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/299722483/;Москва;sale;flat;6;13;1;26.8;10600000;Таганский;Волгоградский проспект;1С1;Пролетарская;
St Michael;developer;https://www.cian.ru/sale/flat/298001257/;Москва;sale;flat;14;21;1;35.58;17528000;Хорошевский;;;Полежаевская;Зорге 9 ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/293522718/;Москва;sale;flat;3;9;1;33.7;7900000;; Усадебный Парк;1;Филатов Луг;Середневский лес
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/299564906/;Москва;sale;flat;9;20;1;36.3;14810400;Головинский;Михалковская ;48С8;Коптево;Михалковский
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/299776431/;Москва;sale;flat;12;12;1;38.7;9900000;Орехово-Борисово Южное;Домодедовская ;38К2;Домодедовская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/293804243/;Москва;sale;flat;2;19;1;43.7;19450870;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/298520114/;Москва;sale;flat;9;12;1;39.0;9380000;Марьино;Донецкая ;19;Курьяново;
ID 112819123;developer;https://www.cian.ru/sale/flat/299839327/;Москва;sale;flat;-1;-1;-1;202.0;15469579;Щукино;проезд 4-й Красногорский;3;Стрешнево;Moments
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/297727983/;Москва;sale;flat;25;25;1;46.3;14900000;Левобережный;Валдайский проезд;10к1;Беломорская;
Эталон;developer;https://www.cian.ru/sale/flat/299226272/;Москва;sale;flat;18;18;1;57.9;28908717;Даниловский;;;Технопарк;Нагатино Ай-Ленд ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/295294075/;Москва;sale;flat;6;12;1;35.2;10500000;Преображенское;2-я Пугачевская ;9К1;Преображенская площадь;
Forma;developer;https://www.cian.ru/sale/flat/293786217/;Москва;sale;flat;12;25;1;40.7;19286647;Печатники;Южнопортовая ;;Печатники;Portland
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/300071808/;Москва;sale;flat;4;5;1;51.4;11800000;Рязанский; Михайлова;22К1;Окская;
MR Group;developer;https://www.cian.ru/sale/flat/282209329/;Москва;sale;flat;2;57;1;42.52;23298643;Филевский парк;;;Фили;Фили Сити ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/298527999/;Москва;sale;flat;3;9;1;38.7;10700000;Перово; Плеханова;26К4;Перово;
Эталон;developer;https://www.cian.ru/sale/flat/299226651/;Москва;sale;flat;12;17;1;40.1;20439984;Даниловский;2-я оч.;к8;Технопарк;Shagal
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/294999644/;Москва;sale;flat;4;15;1;43.6;10350000;;бульвар Скандинавский;9;Коммунарка;Скандинавия
TOUCH;developer;https://www.cian.ru/sale/flat/294675109/;Москва;sale;flat;6;13;1;42.36;24275000;Южнопортовый;;к3;Дубровка;Шампайн ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/298984231/;Москва;sale;flat;15;22;1;38.6;12700000;Чертаново Центральное;Кировоградская ;30;Пражская;
Группа Аквилон;developer;https://www.cian.ru/sale/flat/297904970/;Москва;sale;flat;4;23;1;34.8;16538700;Хорошевский;;;Зорге;Инди Тауэрс ЖК
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/299783588/;Москва;sale;flat;4;5;1;29.7;11200000;Хорошевский; Куусинена;6К7;Полежаевская;
3SGroup;developer;https://www.cian.ru/sale/flat/299379062/;Москва;sale;flat;2;17;1;25.7;7838500;;;;Коммунарка;FOREVILLE
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/297048212/;Москва;sale;flat;5;12;1;37.8;9400000;Некрасовка;1-я Вольская ;10;Люберцы;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298496731/;Москва;sale;flat;14;19;1;29.0;19459000;Щукино; Ротмистрова;2;Октябрьское поле;Театральный квартал
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/288533847/;Москва;sale;flat;7;8;1;60.8;116940108;Якиманка;Софийская набережная;34;Третьяковская;Софийский
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576239/;Москва;sale;flat;15;22;1;36.8;26213596;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/298065569/;Москва;sale;flat;8;12;1;34.9;9200000;Дмитровский;Клязьминская ;4;Яхромская;
ID 111759195;developer;https://www.cian.ru/sale/flat/296871845/;Москва;sale;flat;2;30;1;31.0;11479300;Рязанский;Рязанский проспект;;Окская;balance
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/297682549/;Москва;sale;flat;1;5;1;30.2;5500000;;;13;Коммунарка;
Level Group;developer;https://www.cian.ru/sale/flat/300059384/;Москва;sale;flat;16;33;1;33.3;17798654;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/294258749/;Москва;sale;flat;12;17;1;37.9;12000000;Братеево;Братеевская ;21;Алма-Атинская;
Аеон-Девелопмент;developer;https://www.cian.ru/sale/flat/298345711/;Москва;sale;flat;4;45;1;43.5;28972598;Дорогомилово;Кутузовский проезд;16А/1;Фили;River Park Кутузовский
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/296508370/;Москва;sale;flat;2;17;1;40.2;9250000;пос. Коммунарка; Александры Монаховой;90к4;;Бунинские луга
Основа;developer;https://www.cian.ru/sale/flat/286887104/;Москва;sale;flat;3;28;1;45.1;16912500;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/297371871/;Москва;sale;flat;8;17;1;38.0;12000000;Чертаново Южное;Варшавское шоссе;158К2;Аннино;
Level Group;developer;https://www.cian.ru/sale/flat/296358008/;Москва;sale;flat;3;17;1;36.1;16201654;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/296640267/;Москва;sale;flat;9;9;1;36.0;9400000;Чертаново Южное;Чертановская ;57;Улица Академика Янгеля;
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/296883147/;Москва;sale;flat;5;27;1;28.8;15626880;Лефортово;;;Римская;Символ ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/294451528/;Москва;sale;flat;9;17;1;38.0;10500000;Южное Бутово;Веневская ;9;Улица Скобелевская;
MR Group;developer;https://www.cian.ru/sale/flat/299578757/;Москва;sale;flat;4;48;1;34.4;13482220;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/294038293/;Москва;sale;flat;11;24;1;43.5;14300000;Нижегородский; Нижняя Хохловка;8;Нижегородская;
Hutton Development;developer;https://www.cian.ru/sale/flat/299767441/;Москва;sale;flat;6;8;1;48.3;34486200;Гагаринский;м. Ленинский проспект;;Ленинский проспект;Лунар ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/299942586/;Москва;sale;flat;18;21;1;42.0;15700000;Очаково-Матвеевское; Малая Очаковская;4Ак2;Озёрная;Мичуринский парк
AFI Development;developer;https://www.cian.ru/sale/flat/298010094/;Москва;sale;flat;30;53;1;47.5;21943575;Свиблово;проезд Серебрякова;11-13к1;Свиблово;Afi Tower
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298254403/;Москва;sale;flat;4;33;1;42.9;23900000;Останкинский; Годовикова;11к2;Алексеевская;iLove
MR Group;developer;https://www.cian.ru/sale/flat/297374464/;Москва;sale;flat;4;29;1;42.9;17464058;Южнопортовый;Волгоградский проспект;32/3к4;Угрешская;Метрополия
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/299383210/;Москва;sale;flat;11;12;1;38.6;14350000;Нижегородский;Нижегородская ;74;;Нижегородская, 74
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/299350478/;Москва;sale;flat;16;50;1;39.7;19635620;Раменки;м. Мичуринский проспект;;Мичуринский проспект;Событие
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/299340520/;Москва;sale;flat;3;26;1;45.5;31700000;Очаково-Матвеевское;Нежинская ;5к2;Славянский бульвар;Городские резиденции SPIRES
